object_word,verb,gender,tier,dep_type,is_dialogue,example
he,visit,male,pronoun,dobj,True,"But it is very likely that he _may_ fall in love with one of them, and therefore you must visit him as soon as he comes.”"
daughter,have,female,role_noun,dobj,True,"When a woman has five grown-up daughters, she ought to give over thinking of her own beauty."
bingley,see,male,name,dobj,True,"“But, my dear, you must indeed go and see Mr. Bingley when he comes into the neighbourhood.”"
daughter,consider,female,role_noun,dobj,True,“But consider your daughters.
he,visit,male,pronoun,dobj,True,"Indeed you must go, for it will be impossible for _us_ to visit him, if you do not.”"
he,assure,male,pronoun,dobj,True,I dare say Mr. Bingley will be very glad to see you; and I will send a few lines by you to assure him of my hearty consent to his marrying whichever h
he,visit,male,pronoun,dobj,False,"He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid "
wife,assure,female,role_noun,dobj,False,"He had always intended to visit him, though to the last always assuring his wife that he should not go; and till the evening after the visit was paid "
she,address,female,pronoun,dobj,False,"Observing his second daughter employed in trimming a hat, he suddenly addressed her with,-- “I hope Mr. Bingley will like it, Lizzy.”"
he,meet,male,pronoun,dobj,True,"“But you forget, mamma,” said Elizabeth, “that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.”"
he,introduce,male,pronoun,dobj,True,"“But you forget, mamma,” said Elizabeth, “that we shall meet him at the assemblies, and that Mrs. Long has promised to introduce him.”"
herself,contain,female,pronoun,dobj,False,"Mrs. Bennet deigned not to make any reply; but, unable to contain herself, began scolding one of her daughters."
he,introduce,male,pronoun,dobj,True,"“Ay, so it is,” cried her mother, “and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she w"
he,know,male,pronoun,dobj,True,"“Ay, so it is,” cried her mother, “and Mrs. Long does not come back till the day before; so, it will be impossible for her to introduce him, for she w"
bingley,introduce,male,name,dobj,True,"“Then, my dear, you may have the advantage of your friend, and introduce Mr. Bingley to _her_.”"
girl,love,female,role_noun,dobj,True,I was sure you loved your girls too well to neglect such an acquaintance.
father,have,male,role_noun,dobj,True,"“What an excellent father you have, girls,” said she, when the door was shut."
he,ask,male,pronoun,dobj,False,"The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet’s visit, and determining when they should ask him to dinner."
he,attack,male,pronoun,dobj,False,"They attacked him in various ways, with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and th"
father,see,male,role_noun,dobj,False,"He had entertained hopes of being admitted to a sight of the young ladies, of whose beauty he had heard much; but he saw only the father."
lady,bring,female,role_noun,dobj,False,Lady Lucas quieted her fears a little by starting the idea of his [Illustration: “When the Party entered” [_Copyright 1894 by George Allen._]] being g
he,save,male,pronoun,dobj,False,"The gentlemen pronounced him to be a fine figure of a man, the ladies declared he was much handsomer than Mr. Bingley, and he was looked at with great"
bennet,find,male,name,dobj,False,They found Mr. Bennet still up.
she,admire,female,pronoun,dobj,True,"I was so vexed to see him stand up with her; but, however, he did not admire her at all; indeed, nobody can, you know; and he seemed quite struck with"
she,ask,female,pronoun,dobj,True,"So he inquired who she was, and got introduced, and asked her for the two next."
he,endure,male,pronoun,dobj,True,"So high and so conceited, that there was no enduring him!"
man,detest,male,role_noun,dobj,True,I quite detest the man.”
he,admire,male,pronoun,dobj,False,"When Jane and Elizabeth were alone, the former, who had been cautious in her praise of Mr. Bingley before, expressed to her sister how very much she a"
he,like,male,pronoun,dobj,True,"Well, he certainly is very agreeable, and I give you leave to like him."
sister,like,female,role_noun,dobj,True,"And so, you like this man’s sisters, too, do you?"
man,marry,male,role_noun,dobj,False,"was Mrs. Hurst, who had married a man of more fashion than fortune, less disposed to consider his house as her home when it suited her."
she,suit,female,pronoun,dobj,False,"was Mrs. Hurst, who had married a man of more fashion than fortune, less disposed to consider his house as her home when it suited her."
she,admire,female,pronoun,dobj,False,"Mrs. Hurst and her sister allowed it to be so; but still they admired her and liked her, and pronounced her to be a sweet girl, and one whom they shou"
she,like,female,pronoun,dobj,False,"Mrs. Hurst and her sister allowed it to be so; but still they admired her and liked her, and pronounced her to be a sweet girl, and one whom they shou"
himself,occupy,male,pronoun,dobj,False,"It had given him a disgust to his business and to his residence in a small market town; and, quitting them both, he had removed with his family to a h"
jane,mean,female,name,dobj,True,"“Oh, you mean Jane, I suppose, because he danced with her twice."
she,admire,female,pronoun,dobj,True,"To be sure that _did_ seem as if he admired her--indeed, I rather believe he _did_--I heard something about it--but I hardly know what--something abou"
he,ask,male,pronoun,dobj,True,"Mr. Robinson’s asking him how he liked our Meryton assemblies, and whether he did not think there were a great many pretty women in the room, and _whi"
he,ask,male,pronoun,dobj,True,"“Ay, because she asked him at last how he liked Netherfield, and he could not help answering her; but she said he seemed very angry at being spoke to."
she,answer,female,pronoun,dobj,True,"“Ay, because she asked him at last how he liked Netherfield, and he could not help answering her; but she said he seemed very angry at being spoke to."
herself,pique,female,pronoun,dobj,False,"“Pride,” observed Mary, who piqued herself upon the solidity of her reflections, “is a very common failing, I believe."
she,admire,female,pronoun,dobj,False,"It was generally evident, whenever they met, that he _did_ admire her; and to _her_ it was equally evident that Jane was yielding to the preference wh"
she,guard,female,pronoun,dobj,False,"she considered with pleasure that it was not likely to be discovered by the world in general, since Jane united with great strength of feeling, a comp"
he,fix,male,pronoun,dobj,True,"If a woman conceals her affection with the same skill from the object of it, she may lose the opportunity of fixing him; and it will then be but poor "
sister,like,female,role_noun,dobj,True,"Bingley likes your sister undoubtedly; but he may never do more than like her, if she does not help him on.”"
he,help,male,pronoun,dobj,True,"Bingley likes your sister undoubtedly; but he may never do more than like her, if she does not help him on.”"
he,help,male,pronoun,dobj,True,"“But she does help him on, as much as her nature will allow."
husband,get,male,role_noun,dobj,True,"“Your plan is a good one,” replied Elizabeth, “where nothing is in question but the desire of being well married; and if I were determined to get a ri"
he,know,male,pronoun,dobj,True,She has known him only a fortnight.
he,see,male,pronoun,dobj,True,"She danced four dances with him at Meryton; she saw him one morning at his own house, and has since dined in company with him four times."
elizabeth,provoke,female,name,dobj,False,"_]] On his approaching them soon afterwards, though without seeming to have any intention of speaking, Miss Lucas defied her friend to mention such a "
lady,present,female,role_noun,dobj,True,"Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner."
she,injure,female,pronoun,dobj,False,"Her resistance had not injured her with the gentleman, and he was thinking of her with some complacency, when thus accosted by Miss Bingley,-- “I can "
she,tell,female,pronoun,dobj,False,"Miss Bingley immediately fixed her eyes on his face, and desired he would tell her what lady had the credit of inspiring such reflections."
bennet,reply,female,name,dobj,True,"Mr. Darcy replied, with great intrepidity,-- “Miss Elizabeth Bennet.”"
mother,have,female,role_noun,dobj,True,"You will have a charming mother-in-law, indeed, and of course she will be always at Pemberley with you.”"
herself,entertain,female,pronoun,dobj,False,"He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was saf"
she,convince,female,pronoun,dobj,False,"He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was saf"
sister,have,female,role_noun,dobj,False,"She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in "
he,succeed,male,pronoun,dobj,False,"She had a sister married to a Mr. Philips, who had been a clerk to their father and succeeded him in the business, and a brother settled in London in "
he,see,male,pronoun,dobj,False,"Catherine was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter, and her h"
she,send,female,pronoun,dobj,True,"“That would be a good scheme,” said Elizabeth, “if you were sure that they would not offer to send her home.”"
she,attend,female,pronoun,dobj,False,"She did at last extort from her father an acknowledgment that the horses were engaged; Jane was therefore obliged to go on horseback, and her mother a"
she,see,female,pronoun,dobj,True,I would go and see her if I could have the carriage.”
jane,see,female,name,dobj,True,“I shall be very fit to see Jane--which is all I want.”
she,hold,female,pronoun,dobj,False,"That she should have walked three miles so early in the day in such dirty weather, and by herself, was almost incredible to Mrs. Hurst and Miss Bingle"
she,attend,female,pronoun,dobj,False,Elizabeth silently attended her.
she,advise,female,pronoun,dobj,False,"The apothecary came; and having examined his patient, said, as might be supposed, that she had caught a violent cold, and that they must endeavour to "
elizabeth,restore,female,name,dobj,False,"The sisters, on hearing this, repeated three or four times how much they were grieved, how shocking it was to have a bad cold, and how excessively the"
she,abuse,female,pronoun,dobj,False,"When dinner was over, she returned directly to Jane, and Miss Bingley began abusing her as soon as she was out of the room."
she,recommend,female,pronoun,dobj,True,"Mrs. Hurst thought the same, and added,-- “She has nothing, in short, to recommend her, but being an excellent walker."
man,marry,male,role_noun,dobj,True,"“But it must very materially lessen their chance of marrying men of any consideration in the world,” replied Darcy."
she,quit,female,pronoun,dobj,False,"She was still very poorly, and Elizabeth would not quit her at all, till late in the evening, when she had the comfort of seeing her asleep, and when "
herself,amuse,female,pronoun,dobj,False,"On entering the drawing-room, she found the whole party at loo, and was immediately invited to join them; but suspecting them to be playing high, she "
sister,nurse,female,role_noun,dobj,True,"“In nursing your sister I am sure you have pleasure,” said Bingley; “and I hope it will soon be increased by seeing her quite well.”"
she,see,female,pronoun,dobj,True,"“In nursing your sister I am sure you have pleasure,” said Bingley; “and I hope it will soon be increased by seeing her quite well.”"
he,thank,male,pronoun,dobj,False,"Elizabeth thanked him from her heart, and then walked towards a table where a few books were lying."
he,assure,male,pronoun,dobj,False,Elizabeth assured him that she could suit herself perfectly with those in the room.
herself,suit,female,pronoun,dobj,False,Elizabeth assured him that she could suit herself perfectly with those in the room.
herself,station,female,pronoun,dobj,False,"Elizabeth was so much caught by what passed, as to leave her very little attention for her book; and, soon laying it wholly aside, she drew near the c"
she,see,female,pronoun,dobj,True,“How I long to see her again!
woman,know,female,role_noun,dobj,True,“I am no longer surprised at your knowing _only_ six accomplished women.
woman,see,female,role_noun,dobj,True,“_I_ never saw such a woman.
woman,know,female,role_noun,dobj,False,"Mrs. Hurst and Miss Bingley both cried out against the injustice of her implied doubt, and were both protesting that they knew many women who answered"
she,leave,female,pronoun,dobj,False,"Elizabeth joined them again only to say that her sister was worse, and that she could not leave her."
jane,visit,female,name,dobj,False,"In spite of this amendment, however, she requested to have a note sent to Longbourn, desiring her mother to visit Jane, and form her own judgment of h"
she,see,female,pronoun,dobj,False,"Had she found Jane in any apparent danger, Mrs. Bennet would have been very miserable; but being satisfied on seeing her that her illness was not alar"
she,remove,female,pronoun,dobj,False,"Had she found Jane in any apparent danger, Mrs. Bennet would have been very miserable; but being satisfied on seeing her that her illness was not alar"
she,attend,female,pronoun,dobj,False,"After sitting a little while with Jane, on Miss Bingley’s appearance and invitation, the mother and three daughters all attended her into the breakfas"
she,move,female,pronoun,dobj,True,Mr. Jones says we must not think of moving her.
girl,tell,female,role_noun,dobj,True,I often tell my other girls they are nothing to _her_.
bingley,have,male,name,dobj,True,"You have a sweet room here, Mr. Bingley, and a charming prospect over that gravel walk."
darcy,mistake,male,name,dobj,True,“You quite mistook Mr. Darcy.
bingley,enable,male,name,dobj,False,Nothing but concern for Elizabeth could enable Bingley to keep his countenance.
she,ask,female,pronoun,dobj,False,"Elizabeth, for the sake of saying something that might turn her mother’s thoughts, now asked her if Charlotte Lucas had been at Longbourn since _her_ "
herself,expose,female,pronoun,dobj,False,Darcy only smiled; and the general pause which ensued made Elizabeth tremble lest her mother should be exposing herself again.
he,trouble,male,pronoun,dobj,False,"She longed to speak, but could think of nothing to say; and after a short silence Mrs. Bennet began repeating her thanks to Mr. Bingley for his kindne"
sister,force,female,role_noun,dobj,False,"Mr. Bingley was unaffectedly civil in his answer, and forced his younger sister to be civil also, and say what the occasion required."
herself,put,female,pronoun,dobj,False,"Upon this signal, the youngest of her daughters put herself forward."
bingley,tax,male,name,dobj,False,"The two girls had been whispering to each other during the whole visit; and the result of it was, that the youngest should tax Mr. Bingley with having"
she,bring,female,pronoun,dobj,False,"Lydia was a stout, well-grown girl of fifteen, with a fine complexion and good-humoured countenance; a favourite with her mother, whose affection had "
she,recommend,female,pronoun,dobj,False,"She had high animal spirits, and a sort of natural self-consequence, which the attentions of the officers, to whom her uncle’s good dinners and her ow"
bingley,address,male,name,dobj,False,"She was very equal, therefore, to address Mr. Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be t"
he,remind,male,pronoun,dobj,False,"She was very equal, therefore, to address Mr. Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be t"
sister,tell,female,role_noun,dobj,True,“Pray tell your sister that I long to see her.”
she,see,female,pronoun,dobj,True,“Pray tell your sister that I long to see her.”
she,tell,female,pronoun,dobj,True,"“I have already told her so once, by your desire.”"
sister,tell,female,role_noun,dobj,True,"“Tell your sister I am delighted to hear of her improvement on the harp, and pray let her know that I am quite in raptures with her beautiful little d"
she,see,female,pronoun,dobj,True,I shall see her in January.
bennet,tell,female,name,dobj,True,"When you told Mrs. Bennet this morning, that if you ever resolved on quitting Netherfield you should be gone in five minutes, you meant it to be a sor"
he,show,male,pronoun,dobj,True,You have shown him off now much more than he did himself.”
herself,seat,female,pronoun,dobj,False,"Miss Bingley moved with alacrity to the pianoforte, and after a polite request that Elizabeth would lead the way, which the other as politely and more"
she,dislike,female,pronoun,dobj,False,"She hardly knew how to suppose that she could be an object of admiration to so great a man, and yet that he should look at her because he disliked her"
she,pain,female,pronoun,dobj,False,The supposition did not pain her.
he,like,male,pronoun,dobj,False,She liked him too little to care for his approbation.
he,affront,male,pronoun,dobj,False,"Elizabeth, having rather expected to affront him, was amazed at his gallantry; but there"
darcy,provoke,male,name,dobj,False,"She often tried to provoke Darcy into disliking her guest, by talking of their supposed marriage, and planning his happiness in such an alliance."
mother,give,female,role_noun,dobj,True,"“I hope,” said she, as they were walking together in the shrubbery the next day, “you will give your mother-in-law a few hints, when this desirable ev"
girl,cure,female,role_noun,dobj,True,"“I hope,” said she, as they were walking together in the shrubbery the next day, “you will give your mother-in-law a few hints, when this desirable ev"
elizabeth,leave,female,name,dobj,False,"Then taking the disengaged arm of Mr. Darcy, she left Elizabeth to walk by herself."
she,attend,female,pronoun,dobj,False,"[Illustration] When the ladies removed after dinner Elizabeth ran up to her sister, and seeing her well guarded from cold, attended her into the drawi"
himself,address,male,pronoun,dobj,False,"He addressed himself directly to Miss Bennet with a polite congratulation; Mr. Hurst also made her a slight bow, and said he was “very glad;” but diff"
sister,remind,female,role_noun,dobj,False,When tea was over Mr. Hurst reminded his sister-in-law of the card-table--but in vain.
he,assure,male,pronoun,dobj,False,"She assured him that no one intended to play, and the silence of the whole party on the subject seemed to justify her."
she,justify,female,pronoun,dobj,False,"She assured him that no one intended to play, and the silence of the whole party on the subject seemed to justify her."
himself,stretch,male,pronoun,dobj,False,"Mr. Hurst had, therefore, nothing to do but to stretch himself on one of the sofas and go to sleep."
he,win,male,pronoun,dobj,False,"She could not win him, however, to any conversation; he merely answered her question and read on."
darcy,mean,male,name,dobj,True,"“If you mean Darcy,” cried her brother, “he may go to bed, if he chooses, before it begins; but as for the ball, it is quite a settled thing, and as s"
elizabeth,ask,female,name,dobj,False,She was dying to know what could be his meaning--and asked Elizabeth whether she could at all understand him.
he,understand,male,pronoun,dobj,False,She was dying to know what could be his meaning--and asked Elizabeth whether she could at all understand him.
he,disappoint,male,pronoun,dobj,True,"“Not at all,” was her answer; “but, depend upon it, he means to be severe on us, and our surest way of disappointing him will be to ask nothing about "
darcy,disappoint,male,name,dobj,False,"Miss Bingley, however, was incapable of disappointing Mr. Darcy in anything, and persevered, therefore, in requiring an explanation of his two motives"
he,punish,male,pronoun,dobj,True,How shall we punish him for such a speech?”
he,tease,male,pronoun,dobj,True,Tease him--laugh at him.
himself,hug,male,pronoun,dobj,True,Mr. Darcy may hug himself.”
herself,bring,female,pronoun,dobj,False,"But Mrs. Bennet, who had calculated on her daughters remaining at Netherfield till the following Tuesday, which would exactly finish Jane’s week, coul"
jane,urge,female,name,dobj,False,"Against staying longer, however, Elizabeth was positively resolved--nor did she much expect it would be asked; and fearful, on the contrary, of being "
bennet,persuade,female,name,dobj,False,"The master of the house heard with real sorrow that they were to go so soon, and repeatedly tried to persuade Miss Bennet that it would not be safe fo"
he,attract,male,pronoun,dobj,False,She attracted him more than he liked; and Miss Bingley was uncivil to _her_ and more teasing than usual to himself.
he,escape,male,pronoun,dobj,False,He wisely resolved to be particularly careful that no sign of admiration should _now_ escape him--nothing that could elevate her with the hope of infl
she,elevate,female,pronoun,dobj,False,He wisely resolved to be particularly careful that no sign of admiration should _now_ escape him--nothing that could elevate her with the hope of infl
she,give,female,pronoun,dobj,False,"Miss Bingley’s civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latte"
she,see,female,pronoun,dobj,False,"Miss Bingley’s civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latte"
she,embrace,female,pronoun,dobj,False,"Miss Bingley’s civility to Elizabeth increased at last very rapidly, as well as her affection for Jane; and when they parted, after assuring the latte"
mary,find,female,name,dobj,False,"They found Mary, as usual, deep in the study of thorough bass and human nature; and had some new extracts to admire and some new observations of threa"
bingley,see,male,name,dobj,True,"Well, I am sure I shall be extremely glad to see Mr. Bingley."
himself,amuse,male,pronoun,dobj,False,"After amusing himself some time with their curiosity, he thus explained:--“About a month ago I received this letter, and about a fortnight ago I answe"
collins,clear,male,name,dobj,True,"“It certainly is a most iniquitous affair,” said Mr. Bennet; “and nothing can clear Mr. Collins from the guilt of inheriting Longbourn."
himself,express,male,pronoun,dobj,True,"But if you will listen to his letter, you may, perhaps, be a little softened by his manner of expressing himself.”"
he,lose,male,pronoun,dobj,True,"“Dear Sir, “The disagreement subsisting between yourself and my late honoured father always gave me much uneasiness; and, since I have had the misfort"
he,please,male,pronoun,dobj,True,"“Dear Sir, “The disagreement subsisting between yourself and my late honoured father always gave me much uneasiness; and, since I have had the misfort"
daughter,injure,female,role_noun,dobj,True,"I cannot be otherwise than concerned at being the means of injuring your amiable daughters, and beg leave to apologize for it, as well as to assure yo"
gentleman,expect,male,role_noun,dobj,True,"“At four o’clock, therefore, we may expect this peace-making gentleman,” said Mr. Bennet, as he folded up the letter."
he,discourage,male,pronoun,dobj,True,"“There is some sense in what he says about the girls, however; and, if he is disposed to make them any amends, I shall not be the person to discourage"
he,make,male,pronoun,dobj,True,“I cannot make him out.
he,see,male,pronoun,dobj,True,I am impatient to see him.”
he,see,male,pronoun,dobj,False,"As for their mother, Mr. Collins’s letter had done away much of her ill-will, and she was preparing to see him with a degree of composure which astoni"
husband,astonish,male,role_noun,dobj,False,"As for their mother, Mr. Collins’s letter had done away much of her ill-will, and she was preparing to see him with a degree of composure which astoni"
bennet,compliment,female,name,dobj,False,"He had not been long seated before he complimented Mrs. Bennet on having so fine a family of daughters, said he had heard much of their beauty, but th"
lady,assure,female,role_noun,dobj,True,But I can assure the young ladies that I come prepared to admire them.
he,assure,male,pronoun,dobj,False,"But here he was set right by Mrs. Bennet, who assured him, with some asperity, that they were very well able to keep a good cook, and that her daughte"
she,displease,female,pronoun,dobj,False,He begged pardon for having displeased her.
he,elevate,male,pronoun,dobj,False,The subject elevated him to more than usual solemnity of manner; and with a most important aspect he protested that he had never in his life witnessed
he,ask,male,pronoun,dobj,False,"She had also asked him twice to dine at Rosings, and had sent for him only the Saturday before, to make up her pool of quadrille in the evening."
he,advise,male,pronoun,dobj,False,"She had even condescended to advise him to marry as soon as he could, provided he chose with discretion; and had once paid him a visit in his humble p"
daughter,have,female,role_noun,dobj,True,"“She has one only daughter, the heiress of Rosings, and of very extensive property.”"
woman,mark,female,role_noun,dobj,True,"Lady Catherine herself says that, in point of true beauty, Miss de Bourgh is far superior to the handsomest of her sex; because there is that in her f"
catherine,tell,female,name,dobj,True,"“Her indifferent state of health unhappily prevents her being in town; and by that means, as I told Lady Catherine myself one day, has deprived the Br"
he,invite,male,pronoun,dobj,False,"By tea-time, however, the dose had been enough, and Mr. Bennet was glad to take his guest into the drawing-room again, and when tea was over, glad to "
he,interrupt,male,pronoun,dobj,False,"Lydia gaped as he opened the volume; and before he had, with very monotonous solemnity, read three pages, she interrupted him with,-- “Do you know, ma"
he,hire,male,pronoun,dobj,True,"and if he does, Colonel Forster will hire him."
himself,offer,male,pronoun,dobj,False,"Then, turning to Mr. Bennet, he offered himself as his antagonist at backgammon."
girl,leave,female,role_noun,dobj,False,"Mr. Bennet accepted the challenge, observing that he acted very wisely in leaving the girls to their own trifling amusements."
himself,seat,male,pronoun,dobj,False,"Mrs. Bennet and her daughters apologized most civilly for Lydia’s interruption, and promised that it should not occur again, if he would resume his bo"
he,bring,male,pronoun,dobj,False,The subjection in which his father had brought him up had given him originally great humility of manner; but it was now a good deal counteracted by th
he,recommend,male,pronoun,dobj,False,A fortunate chance had recommended him to Lady Catherine de Bourgh when the living of Hunsford was vacant; and the respect which he felt for her high 
wife,have,female,role_noun,dobj,False,"Having now a good house and a very sufficient income, he intended to marry; and in seeking a reconciliation with the Longbourn family he had a wife in"
she,succeed,female,pronoun,dobj,False,"Elizabeth, equally next to Jane in birth and beauty, succeeded her of course."
he,follow,male,pronoun,dobj,False,"Lydia’s intention of walking to Meryton was not forgotten: every sister except Mary agreed to go with her; and Mr. Collins was to attend them, at the "
bennet,discompose,male,name,dobj,False,Such doings discomposed Mr. Bennet exceedingly.
elizabeth,tell,female,name,dobj,False,"In his library he had been always sure of leisure and tranquillity; and though prepared, as he told Elizabeth, to meet with folly and conceit in every"
collins,invite,male,name,dobj,False,"In his library he had been always sure of leisure and tranquillity; and though prepared, as he told Elizabeth, to meet with folly and conceit in every"
daughter,join,female,role_noun,dobj,False,"In his library he had been always sure of leisure and tranquillity; and though prepared, as he told Elizabeth, to meet with folly and conceit in every"
lady,distinguish,female,role_noun,dobj,False,"On distinguishing the ladies of the group the two gentlemen came directly towards them, and began the usual civilities."
she,tell,female,pronoun,dobj,False,"Mrs. Philips was always glad to see her nieces; and the two eldest, from their recent absence, were particularly welcome; and she was eagerly expressi"
he,receive,male,pronoun,dobj,False,"She received him with her very best politeness, which he returned with as much more, apologizing for his intrusion, without any previous acquaintance "
himself,flatter,male,pronoun,dobj,False,"She received him with her very best politeness, which he returned with as much more, apologizing for his intrusion, without any previous acquaintance "
he,introduce,male,pronoun,dobj,False,"She received him with her very best politeness, which he returned with as much more, apologizing for his intrusion, without any previous acquaintance "
he,bring,male,pronoun,dobj,False,Mrs. Philips was quite awed by such an excess of good breeding; but her contemplation of one stranger was soon put an end to by exclamations and inqui
he,watch,male,pronoun,dobj,False,"She had been watching him the last hour, she said, as he walked up and down the street,--and had Mr. Wickham appeared, Kitty and Lydia would certainly"
bennet,gratify,female,name,dobj,False,Mr. Collins on his return highly gratified Mrs. Bennet by admiring Mrs. Philips’s manners and politeness.
woman,see,female,role_noun,dobj,False,"He protested that, except Lady Catherine and her daughter, he had never seen a more elegant woman; for she had not only received him with the utmost c"
he,receive,male,pronoun,dobj,False,"He protested that, except Lady Catherine and her daughter, he had never seen a more elegant woman; for she had not only received him with the utmost c"
he,include,male,pronoun,dobj,False,"He protested that, except Lady Catherine and her daughter, he had never seen a more elegant woman; for she had not only received him with the utmost c"
bennet,leave,female,name,dobj,False,"As no objection was made to the young people’s engagement with their aunt, and all Mr. Collins’s scruples of leaving Mr. and Mrs. Bennet for a single "
he,convey,male,pronoun,dobj,False,"As no objection was made to the young people’s engagement with their aunt, and all Mr. Collins’s scruples of leaving Mr. and Mrs. Bennet for a single "
himself,suppose,male,pronoun,dobj,False,"When this information was given, and they had all taken their seats, Mr. Collins was at leisure to look around him and admire, and he was so much stru"
he,see,male,pronoun,dobj,False,"The gentlemen did approach: and when Mr. Wickham walked into the room, Elizabeth felt that she had neither been seeing him before, nor thinking of him"
himself,seat,male,pronoun,dobj,False,"_]] Mr. Wickham was the happy man towards whom almost every female eye was turned, and Elizabeth was the happy woman by whom he finally seated himself"
she,oblige,female,pronoun,dobj,False,"When the card tables were placed, he had an opportunity of obliging her, in return, by sitting down to whist."
he,engross,male,pronoun,dobj,False,"At first there seemed danger of Lydia’s engrossing him entirely, for she was a most determined talker; but being likewise extremely fond of lottery ti"
he,hear,male,pronoun,dobj,False,"Allowing for the common demands of the game, Mr. Wickham was therefore at leisure to talk to Elizabeth, and she was very willing to hear him, though w"
gentleman,mention,male,role_noun,dobj,False,She dared not even mention that gentleman.
he,know,male,pronoun,dobj,True,I have known him too long and too well to be a fair judge.
he,see,male,pronoun,dobj,True,"The world is blinded by his fortune and consequence, or frightened by his high and imposing manners, and sees him only as he chooses to be seen.”"
he,take,male,pronoun,dobj,True,"“I should take him, even on _my_ slight acquaintance, to be an ill-tempered man.”"
he,meet,male,pronoun,dobj,True,"We are not on friendly terms, and it always gives me pain to meet him, but I have no reason for avoiding _him_ but what I might proclaim to all the wo"
he,avoid,male,pronoun,dobj,True,"We are not on friendly terms, and it always gives me pain to meet him, but I have no reason for avoiding _him_ but what I might proclaim to all the wo"
gentleman,please,male,role_noun,dobj,True,The church _ought_ to have been my profession--I was brought up for the church; and I should at this time have been in possession of a most valuable l
father,forget,male,role_noun,dobj,True,"Till I can forget his father, I can never defy or expose _him_.”"
he,expose,male,pronoun,dobj,True,"Till I can forget his father, I can never defy or expose _him_.”"
he,honour,male,pronoun,dobj,False,"Elizabeth honoured him for such feelings, and thought him handsomer than ever as he expressed them."
he,induce,male,pronoun,dobj,True,what can have induced him to behave so cruelly?”
he,irritate,male,pronoun,dobj,True,"Had the late Mr. Darcy liked me less, his son might have borne with me better; but his father’s uncommon attachment to me irritated him, I believe, ve"
he,like,male,pronoun,dobj,True,"“I had not thought Mr. Darcy so bad as this--though I have never liked him, I had not thought so very ill of him--I had supposed him to be despising h"
he,suspect,male,pronoun,dobj,True,"“I had not thought Mr. Darcy so bad as this--though I have never liked him, I had not thought so very ill of him--I had supposed him to be despising h"
man,add,male,role_noun,dobj,True,"She could have added, “A young man, too, like _you_, whose very countenance may vouch for your being amiable.”"
herself,content,female,pronoun,dobj,False,"But she contented herself with--“And one, too, who had probably been his own companion from childhood, connected together, as I think you said, in the"
he,connect,male,pronoun,dobj,True,It has connected him nearer with virtue than any other feeling.
he,lead,male,pronoun,dobj,True,"“Yes; it has often led him to be liberal and generous; to give his money freely, to display hospitality, to assist his tenants, and relieve the poor."
she,call,female,pronoun,dobj,True,“I wish I could call her amiable.
bingley,know,male,name,dobj,True,Do you know Mr. Bingley?”
he,desert,male,pronoun,dobj,True,"His pride never deserts him; but with the rich he is liberal-minded, just, sincere, rational, honourable, and, perhaps, agreeable,--allowing something"
she,assure,female,pronoun,dobj,False,"It had not been very great; he had lost every point; but when Mrs. Philips began to express her concern thereupon, he assured her, with much earnest g"
collins,observe,male,name,dobj,False,"Mr. Wickham’s attention was caught; and after observing Mr. Collins for a few moments, he asked Elizabeth in a low voice whether her relations were ve"
elizabeth,ask,female,name,dobj,False,"Mr. Wickham’s attention was caught; and after observing Mr. Collins for a few moments, he asked Elizabeth in a low voice whether her relations were ve"
she,know,female,pronoun,dobj,True,"I hardly know how Mr. Collins was first introduced to her notice, but he certainly has not known her long.”"
he,mislead,male,pronoun,dobj,True,"“Mr. Collins,” said she, “speaks highly both of Lady Catherine and her daughter; but, from some particulars that he has related of her Ladyship, I sus"
she,see,female,pronoun,dobj,True,"“I believe her to be both in a great degree,” replied Wickham; “I have not seen her for many years; but I very well remember that I never liked her, a"
she,like,female,pronoun,dobj,True,"“I believe her to be both in a great degree,” replied Wickham; “I have not seen her for many years; but I very well remember that I never liked her, a"
he,recommend,male,pronoun,dobj,False,"There could be no conversation in the noise of Mrs. Philips’s supper party, but his manners recommended him to everybody."
she,tell,female,pronoun,dobj,False,"She could think of nothing but of Mr. Wickham, and of what he had told her, all the way home; but there was not time for her even to mention his name "
darcy,place,male,name,dobj,True,"My dearest Lizzy, do but consider in what a disgraceful light it places Mr. Darcy, to be treating his father’s favourite in such a manner,--one whom h"
