object_word,verb,gender,tier,dep_type,is_dialogue,example
bennet,avoid,female,name,dobj,False,"To the rest of the family they paid little attention; avoiding Mrs. Bennet as much as possible, saying not much to Elizabeth, and nothing at all to th"
brother,take,male,role_noun,dobj,False,"They were soon gone again, rising from their seats with an activity which took their brother by surprise, and hurrying off as if eager to escape from "
he,ask,male,pronoun,dobj,False,"Elizabeth’s spirits were so high on the occasion, that though she did not often speak unnecessarily to Mr. Collins, she could not help asking him whet"
collins,have,male,name,dobj,False,She had fully proposed being engaged by Wickham for those very dances; and to have Mr. Collins instead!--her liveliness had been never worse timed.
she,strike,female,pronoun,dobj,False,"It now first struck her, that _she_ was selected from among her sisters as worthy of being the mistress of Hunsford Parsonage, and of assisting to for"
herself,gratify,female,pronoun,dobj,False,"The idea soon reached to conviction, as she observed his increasing civilities towards herself, and heard his frequent attempt at a compliment on her "
she,give,female,pronoun,dobj,False,"The idea soon reached to conviction, as she observed his increasing civilities towards herself, and heard his frequent attempt at a compliment on her "
he,meet,male,pronoun,dobj,False,The certainty of meeting him had not been checked by any of those recollections that might not unreasonably have alarmed her.
she,alarm,female,pronoun,dobj,False,The certainty of meeting him had not been checked by any of those recollections that might not unreasonably have alarmed her.
he,call,male,pronoun,dobj,True,"But in an instant arose the dreadful suspicion of his being purposely omitted, for Mr. Darcy’s pleasure, in the Bingleys’ invitation to the officers; "
gentleman,avoid,male,role_noun,dobj,True,"But in an instant arose the dreadful suspicion of his being purposely omitted, for Mr. Darcy’s pleasure, in the Bingleys’ invitation to the officers; "
she,assure,female,pronoun,dobj,False,"This part of his intelligence, though unheard by Lydia, was caught by Elizabeth; and, as it assured her that Darcy was not less answerable for Wickham"
she,provoke,female,pronoun,dobj,False,"She was resolved against any sort of conversation with him, and turned away with a degree of ill-humour which she could not wholly surmount even in sp"
he,point,male,pronoun,dobj,False,"But Elizabeth was not formed for ill-humour; and though every prospect of her own was destroyed for the evening, it could not dwell long on her spirit"
she,take,female,pronoun,dobj,False,"When those dances were over, she returned to Charlotte Lucas, and was in conversation with her, when she found herself suddenly addressed by Mr. Darcy"
he,accept,male,pronoun,dobj,False,"When those dances were over, she returned to Charlotte Lucas, and was in conversation with her, when she found herself suddenly addressed by Mr. Darcy"
she,console,female,pronoun,dobj,False,"He walked away again immediately, and she was left to fret over her own want of presence of mind: Charlotte tried to console her."
man,find,male,role_noun,dobj,True,To find a man agreeable whom one is determined to hate!
she,caution,female,pronoun,dobj,False,"When the dancing recommenced, however, and Darcy approached to claim her hand, Charlotte could not help cautioning her, in a whisper, not to be a simp"
he,oblige,male,pronoun,dobj,False,"They stood for some time without speaking a word; and she began to imagine that their silence was to last through the two dances, and, at first, was r"
he,address,male,pronoun,dobj,False,"After a pause of some minutes, she addressed him a second time, with-- “It is _your_ turn to say something now, Mr. Darcy."
she,assure,female,pronoun,dobj,False,"He smiled, and assured her that whatever she wished him to say should be said."
she,ask,female,pronoun,dobj,False,"He made no answer; and they were again silent till they had gone down the dance, when he asked her if she and her sisters did not very often walk to M"
herself,blame,female,pronoun,dobj,False,"A deeper shade of _hauteur_ overspread his features, but he said not a word; and Elizabeth, though blaming herself for her own weakness, could not go "
darcy,perceive,male,name,dobj,False,"At that moment Sir William Lucas appeared close to them, meaning to pass through the set to the other side of the room; but, on perceiving Mr. Darcy, "
he,compliment,male,pronoun,dobj,False,"At that moment Sir William Lucas appeared close to them, meaning to pass through the set to the other side of the room; but, on perceiving Mr. Darcy, "
he,strike,male,pronoun,dobj,False,"The latter part of this address was scarcely heard by Darcy; but Sir William’s allusion to his friend seemed to strike him forcibly, and his eyes were"
himself,recover,male,pronoun,dobj,False,"Recovering himself, however, shortly, he turned to his partner, and said,-- “Sir William’s interruption has made me forget what we were talking of.”"
he,use,male,pronoun,dobj,True,", as to Mr. Darcy’s using him ill, it is perfectly false: for, on the contrary, he has been always remarkably kind to him, though George Wickham has t"
darcy,treat,male,name,dobj,True,", as to Mr. Darcy’s using him ill, it is perfectly false: for, on the contrary, he has been always remarkably kind to him, though George Wickham has t"
he,include,male,pronoun,dobj,True,"I do not know the particulars, but I know very well that Mr. Darcy is not in the least to blame; that he cannot bear to hear George Wickham mentioned;"
himself,take,male,pronoun,dobj,True,"I do not know the particulars, but I know very well that Mr. Darcy is not in the least to blame; that he cannot bear to hear George Wickham mentioned;"
he,accuse,male,pronoun,dobj,True,"“His guilt and his descent appear, by your account, to be the same,” said Elizabeth, angrily; “for I have heard you accuse him of nothing worse than o"
sister,seek,female,role_noun,dobj,False,"She then sought her eldest sister, who had undertaken to make inquiries on the same subject of Bingley."
she,meet,female,pronoun,dobj,False,"Jane met her with a smile of such sweet complacency, a glow of such happy expression, as sufficiently marked how well she was satisfied with the occur"
he,forget,male,pronoun,dobj,True,"“No,” replied Jane, “I have not forgotten him; but I have nothing satisfactory to tell you."
darcy,offend,male,name,dobj,True,"Mr. Bingley does not know the whole of his history, and is quite ignorant of the circumstances which have principally offended Mr. Darcy; but he will "
wickham,know,male,name,dobj,True,“Mr. Bingley does not know Mr. Wickham himself.”
he,see,male,pronoun,dobj,True,“No; he never saw him till the other morning at Meryton.”
she,tell,female,pronoun,dobj,False,"On their being joined by Mr. Bingley himself, Elizabeth withdrew to Miss Lucas; to whose inquiry after the pleasantness of her last partner she had sc"
he,assure,male,pronoun,dobj,True,It will be in my power to assure him that her Ladyship was quite well yesterday se’nnight.”
he,dissuade,male,pronoun,dobj,False,Elizabeth tried hard to dissuade him from such a scheme; assuring him that Mr. Darcy would consider his addressing him without introduction as an impe
he,assure,male,pronoun,dobj,False,Elizabeth tried hard to dissuade him from such a scheme; assuring him that Mr. Darcy would consider his addressing him without introduction as an impe
he,address,male,pronoun,dobj,False,Elizabeth tried hard to dissuade him from such a scheme; assuring him that Mr. Darcy would consider his addressing him without introduction as an impe
she,leave,female,pronoun,dobj,False,"Pardon me for neglecting to profit by your advice, which on every other subject shall be my constant guide, though in the case before us I consider my"
darcy,attack,male,name,dobj,False,"Pardon me for neglecting to profit by your advice, which on every other subject shall be my constant guide, though in the case before us I consider my"
